onset	duration	total_event_number	stream_number	event_num_per_stream	timing_predictability	target_col	target_ori	n_targets	n_distractors	is_target	ori_pair_num	att_ori	unatt_ori	gabor_phase_att	gabor_phase_unatt	blank_dur	response	rt	correct	time_stimon	time_stimoff	stim_dur	ISI_dur
7509.25	100	0	0	0	1	2	0	1	1	3	1	112.5	67.5	-1.14444168377707	-2.45771081634526	0.2	0	0	0	87.3709275566507	87.47089169221	0.0999641355592757	-1
7584.25	100	1	0	1	1	2	0	1	1	3	1	112.5	157.5	-2.93525984595668	-0.0905810898351107	0.2	0	0	0	87.6709384548012	87.7708964953199	0.0999580405186862	0.200046762591228
7659.25	100	2	0	2	1	2	0	1	1	3	2	157.5	22.5	1.34459918675747	1.05877180973551	0.2	0	0	0	87.9709249723237	88.0709056868218	0.0999807144980878	0.200028477003798
7734.25	100	3	0	3	1	2	0	1	1	3	1	22.5	157.5	-1.63839098782465	1.25335987898314	0.2	0	0	0	88.270930994302	88.3709151223302	0.0999841280281544	0.200025307480246
7809.25	100	4	0	4	1	2	0	1	1	0	1	112.5	157.5	-2.89569394179561	-0.610349196495922	0.2	0	0	0	88.5709179993719	88.6709287024569	0.10001070308499	0.200002877041698
7884.25	100	5	0	5	1	2	0	1	1	0	1	112.5	157.5	-0.0424677849855652	1.0120635540998	0.2	0	0	0	88.8709340174682	88.9709335055668	0.0999994880985469	0.200005315011367
7959.25	100	6	0	6	1	2	0	1	1	0	2	67.5	112.5	2.56953031064326	1.74553377443587	0.2	0	0	0	89.1709300435614	89.2709095391911	0.0999794956296682	0.199996537994593
8034.25	100	7	0	7	1	2	0	1	1	0	2	67.5	112.5	2.40695621294936	-1.30774180200136	0.2	0	0	0	89.4709385037422	89.5709206811152	0.0999821773730218	0.200028964551166
8109.25	100	8	0	8	1	2	0	1	1	0	1	112.5	157.5	-1.62380900938439	2.79647261105928	0.2	0	0	0	89.7709445257206	89.8709264595527	0.0999819338321686	0.200023844605312
8184.25	100	9	0	9	1	2	0	1	1	0	2	157.5	22.5	-0.69690189632809	-0.353715202578798	0.2	0	0	0	90.0709581058472	90.1709354072809	0.0999773014336824	0.200031646294519
8259.25	100	10	0	10	1	2	0	1	1	0	2	67.5	22.5	-1.94373772074258	-0.757711270473227	0.2	0	0	0	90.3709626651835	90.4709497189615	0.0999870537780225	0.200027257902548
8334.25	100	11	0	11	1	2	0	1	1	0	2	67.5	112.5	-1.04943031735575	-2.40697930326949	0.2	0	0	0	90.6710101349745	90.7709796342533	0.0999694992788136	0.200060416013002
8409.25	100	12	0	12	1	2	0	1	1	0	2	157.5	22.5	-2.41180403952829	-3.09412349151715	0.2	0	0	0	90.9709959207103	91.0709924830589	0.0999965623486787	0.200016286456957
8484.25	100	13	0	13	1	2	0	1	1	0	2	157.5	22.5	2.59299440052974	-1.26115720547208	0.2	0	0	0	91.2709982858505	91.3709975299425	0.0999992440920323	0.200005802791566
8559.25	100	14	0	14	1	2	0	1	1	3	2	67.5	22.5	0.593224565596263	0.896344656997023	0.2	0	0	0	91.5710206432268	91.6716881694738	0.10066752624698	0.20002311328426
8634.25	100	15	0	15	1	2	0	1	1	3	2	157.5	22.5	1.93183630366839	-0.99546920423862	0.2	0	0	0	91.8710056976415	91.9709864121396	0.0999807144980878	0.19931752816774
8709.25	100	16	0	16	1	2	0	1	1	3	1	112.5	67.5	-1.31441474764716	-1.93550313886116	0.2	0	0	0	92.1710102567449	92.2709895086009	0.0999792518559843	0.200023844605312
8784.25	100	17	0	17	1	2	0	1	1	2	-1	45	0	3.02401859642112	1.59343902507388	0.2	0	0	0	92.4710521190427	92.5710016260855	0.0999495070427656	0.200062610441819
8859.25	100	18	0	18	1	2	0	1	1	3	1	112.5	157.5	2.77707103435313	2.66364095828459	0.2	0	0	0	92.7710264457855	92.8710074042901	0.0999809585046023	0.200024819700047
8934.25	100	19	0	19	1	2	0	1	1	3	2	67.5	112.5	1.8175063395456	1.17084925774683	0.2	0	0	0	93.0710346621927	93.1710178148933	0.0999831527005881	0.200027257902548
9009.25	100	20	0	20	1	2	0	1	1	3	1	22.5	67.5	2.90072360382185	-0.850442149769129	0.2	0	0	0	93.371042147046	93.4710296883713	0.0999875413253903	0.20002433215268
