onset	duration	total_event_number	stream_number	event_num_per_stream	timing_predictability	target_col	target_ori	n_targets	n_distractors	is_target	ori_pair_num	att_ori	unatt_ori	gabor_phase_att	gabor_phase_unatt	blank_dur	response	rt	correct	time_stimon	time_stimoff	stim_dur	ISI_dur
6184	100	0	0	0	2	2	0	1	1	3	2	157.5	22.5	-1.75288871454518	-2.93798412505711	0.133333333333333	0	0	0	194.541461653076	194.64140335843	0.0999417053535581	-1
6279.75	100	1	0	1	2	2	0	1	1	3	1	112.5	157.5	-0.488477021194906	-2.98364293356746	0.283333333333333	0	0	0	194.924784490373	195.024767155759	0.0999826653860509	0.283381131943315
6329.75	100	2	0	2	2	2	0	1	1	3	2	67.5	112.5	-0.868929275460085	-2.69946961009073	0.1	0	0	0	195.124769813381	195.224777346943	0.100007533561438	0.100002657622099
6417.25	100	3	0	3	2	2	0	1	1	3	2	157.5	112.5	1.32443384073195	-0.448887877499403	0.25	0	0	0	195.474798497278	195.574760682415	0.0999621851369739	0.25002115033567
6471.5	100	4	0	4	2	2	0	1	1	0	1	22.5	157.5	2.48566781698897	-2.93766695755366	0.116666666666667	0	0	0	195.691474050749	195.791455497034	0.0999814462848008	0.116713368333876
6521.5	100	5	0	5	2	2	0	1	1	0	2	157.5	22.5	-0.192250557229849	0.935057255047072	0.1	0	0	0	195.891476196237	195.991461299825	0.0999851035885513	0.100020699203014
6596.5	100	6	0	6	2	2	0	1	1	0	2	67.5	112.5	-2.06074425217849	1.42958776581839	0.2	0	0	0	196.191482950002	196.29144050274	0.0999575527384877	0.200021650176495
6688.25	100	7	0	7	2	2	0	1	1	0	1	22.5	67.5	-1.58427813517037	2.27592465898875	0.266666666666667	0	0	0	196.558135305066	196.658142838627	0.100007533561438	0.266694802325219
6759	100	8	0	8	2	2	0	1	1	0	1	22.5	67.5	-1.57532560021846	0.715620520128663	0.183333333333333	0	0	0	196.841502052266	196.94147642795	0.0999743756838143	0.183359213639051
6809	100	9	0	9	2	2	0	1	1	0	2	157.5	112.5	-2.49955558121686	-1.75664835357799	0.1	0	0	0	197.041511024814	197.141490520444	0.0999794956296682	0.100034596864134
6904.75	100	10	0	10	2	2	0	1	1	0	1	112.5	157.5	0.109765469117199	2.905547891449	0.283333333333333	0	0	0	197.424847271293	197.524832618423	0.0999853471294045	0.283356750849634
7004.75	100	11	0	11	2	2	0	1	1	0	2	157.5	112.5	0.506244756150819	2.51768152774423	0.3	0	0	0	197.82486155862	197.924842517357	0.099980958737433	0.30002894019708
7088.25	100	12	0	12	2	2	0	1	1	0	2	157.5	22.5	-1.11086932689584	0.905682699682927	0.233333333333333	0	0	0	198.158175874967	198.258183408529	0.100007533561438	0.233333357609808
7167.25	100	13	0	13	2	2	0	1	1	0	2	67.5	22.5	-1.50215899551657	-1.48486525504766	0.216666666666667	0	0	0	198.474860425107	198.574837482534	0.0999770574271679	0.216677016578615
7238.25	100	14	0	14	2	2	0	1	1	0	1	22.5	157.5	-0.685865102421801	2.6340043424309	0.183333333333333	0	0	0	198.758197915275	198.858834721614	0.100636806339025	0.183360432740301
7309	100	15	0	15	2	2	0	1	1	0	2	157.5	22.5	-0.295044229824356	-1.34618365014568	0.183333333333333	0	0	0	199.041540281847	199.141520265024	0.099979983177036	0.182705560233444
7409	100	16	0	16	2	2	0	1	1	0	1	22.5	157.5	2.5005141566395	2.71494022790053	0.3	0	0	0	199.441548961215	199.541525531095	0.0999765698798001	0.300028696190566
